question_id,option_id,option_label,weighted_share,weighted_percent,weighted_n,unweighted_n,is_missing,source_url
2024-006_a82_jackson,1,Abortion is fully banned with no exceptions,0.10917729622809307,10.92,109.17729622809317,106,false,https://reports.verasight.io/reports/verasight-interdisciplinary-omnibus-survey-2024-006#to-the-best-of-your-knowledge-what-is-the-legal-status-of-abortion-in-your-state-as-of-today
2024-006_a82_jackson,2,Abortion is fully banned with few exceptions,0.16489314935426053,16.49,164.8931493542607,161,false,https://reports.verasight.io/reports/verasight-interdisciplinary-omnibus-survey-2024-006#to-the-best-of-your-knowledge-what-is-the-legal-status-of-abortion-in-your-state-as-of-today
2024-006_a82_jackson,3,Abortion is legal very early in pregnancy (up to 6-9 weeks) and illegal after,0.15179657559521648,15.18,151.7965755952166,159,false,https://reports.verasight.io/reports/verasight-interdisciplinary-omnibus-survey-2024-006#to-the-best-of-your-knowledge-what-is-the-legal-status-of-abortion-in-your-state-as-of-today
2024-006_a82_jackson,4,Abortion is legal until early to mid pregnancy (up to 15-20 weeks) and illegal after,0.13331017532286213,13.33,133.31017532286225,132,false,https://reports.verasight.io/reports/verasight-interdisciplinary-omnibus-survey-2024-006#to-the-best-of-your-knowledge-what-is-the-legal-status-of-abortion-in-your-state-as-of-today
2024-006_a82_jackson,5,Abortion is legal with very few or no restrictions,0.20338165201271866,20.34,203.38165201271883,205,false,https://reports.verasight.io/reports/verasight-interdisciplinary-omnibus-survey-2024-006#to-the-best-of-your-knowledge-what-is-the-legal-status-of-abortion-in-your-state-as-of-today
2024-006_a82_jackson,6,Not sure what the laws in my state are,0.23744115148684916,23.74,237.44115148684938,237,false,https://reports.verasight.io/reports/verasight-interdisciplinary-omnibus-survey-2024-006#to-the-best-of-your-knowledge-what-is-the-legal-status-of-abortion-in-your-state-as-of-today
2025-026_elections_1,1,Very effective,0.07549164427055573,7.55,75.4916442705558,70,false,https://verasight-mpsa-2025.tiiny.co
2025-026_elections_1,2,Somewhat effective,0.19781053950225955,19.78,197.81053950225973,198,false,https://verasight-mpsa-2025.tiiny.co
2025-026_elections_1,3,Somewhat ineffective,0.2168603877405741,21.69,216.86038774057428,214,false,https://verasight-mpsa-2025.tiiny.co
2025-026_elections_1,4,Very ineffective,0.3053640641783264,30.54,305.36406417832666,315,false,https://verasight-mpsa-2025.tiiny.co
2025-026_elections_1,5,Don’t know,0.20447336430828422,20.45,204.4733643082844,203,false,https://verasight-mpsa-2025.tiiny.co
